"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"SIENKIEWICZ Bartłomiej Henryk - KKW KOALICJA OBYWATELSKA";"WILK-GRZYWNA Małgorzata Beata - KKW KOALICJA OBYWATELSKA";"MARCZUŁAJTIS-WALCZAK Jagna Kinga - KKW KOALICJA OBYWATELSKA";"SALWIŃSKA Sylwia Kinga - KKW KOALICJA OBYWATELSKA";"MĘKAL Małgorzata Katarzyna - KKW KOALICJA OBYWATELSKA";"MAJKA Magdalena - KKW KOALICJA OBYWATELSKA";"ZWIERZCHOWSKI Wojciech Mieczysław - KKW KOALICJA OBYWATELSKA";"KOZIOŁ Artur Stanisław - KKW KOALICJA OBYWATELSKA";"WITKA Jacek Paweł - KKW KOALICJA OBYWATELSKA";"SOWA Marek Jan - KKW KOALICJA OBYWATELSKA";"SZEJNA Andrzej Jan - KKW LEWICA";"KOLARSKA Dorota Anna - KKW LEWICA";"LIPIŃSKA-PIEKARSKA Joanna Olszyna - KKW LEWICA";"ŻAK Dominik Piotr - KKW LEWICA";"ANIOŁ Alina Maria - KKW LEWICA";"KOBIELUSZ Paweł Bernard - KKW LEWICA";"HAŃDEREK Joanna Ewa - KKW LEWICA";"KUKLA Robert Łukasz - KKW LEWICA";"TUCHOWSKI Daniel - KKW LEWICA";"DROPEK Magdalena - KKW LEWICA";"JARUBAS Adam Sebastian - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"GÓRNIKIEWICZ Piotr Tadeusz - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"NOWOGÓRSKA Urszula Teresa - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"MOTYCZYŃSKA Monika Elżbieta - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"RAŚ Ireneusz Jacek - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KASPRZYK Rafał Marcin - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"TYJAS Jolanta Dorota - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"STOLECKI Piotr - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"DĄBROŚ Stella Józefa - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"KLĘCZAR Krzysztof Jan - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"BERKOWICZ Konrad Szczepan - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"BRAUN Grzegorz Michał - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"JASKÓŁKA Nadzieja - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KONARSKI Artur Marian - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"IWAN Jasna Gabriela - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"DRWAL Aleksandra Urszula - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"NOWOWIEJSKA Ewa Krystyna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KRAJEWSKI Konrad Krzysztof - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"STRZELEC Marcin Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"DZIADOSZ Jagoda - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KASELA Andrzej Jan - KW NORMALNY KRAJ";"KLICH Dariusz Zbigniew - KW NORMALNY KRAJ";"BILECKA Fabiola Katarzyna - KW NORMALNY KRAJ";"KURLETO Renata Janina - KW NORMALNY KRAJ";"STANKIEWICZ Aneta - KW NORMALNY KRAJ";"JANAS Mieszko Maria - KW NORMALNY KRAJ";"MIKOŁAJEK Maria Dorota - KW NORMALNY KRAJ";"BURZYŃSKI Zbigniew Józef - KW NORMALNY KRAJ";"ŻÓŁTEK Stanisław Józef - KW POLEXIT";"HAREŃCZYK Adam Wiesław - KW POLEXIT";"SAJDAK Anna Małgorzata - KW POLEXIT";"ŚLUSARCZYK Klaudia Dorota - KW POLEXIT";"BIGAJ Czesław - KW POLEXIT";"ZIĘBA Angelika Natalia - KW POLEXIT";"ŚMIŁEK Oskar Wojciech - KW POLEXIT";"MĘDREK Iwona Marzena - KW POLEXIT";"SZATAN Jarosław Kazimierz - KW POLEXIT";"JAGODZIŃSKI Marcin - KW PL!SP";"JAGODZIŃSKA Monika Ewa - KW PL!SP";"BŁACHUCKA Roksana Magdalena - KW PL!SP";"SZYDŁO Beata Maria - KW PRAWO I SPRAWIEDLIWOŚĆ";"MULARCZYK Arkadiusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"TARCZYŃSKI Dominik - KW PRAWO I SPRAWIEDLIWOŚĆ";"KRUPKA Anna Maria - KW PRAWO I SPRAWIEDLIWOŚĆ";"WÓJCIK Michał Marek - KW PRAWO I SPRAWIEDLIWOŚĆ";"SKRUCH Wojciech - KW PRAWO I SPRAWIEDLIWOŚĆ";"RUSECKA Urszula Beata - KW PRAWO I SPRAWIEDLIWOŚĆ";"WŁOSOWICZ Jacek Władysław - KW PRAWO I SPRAWIEDLIWOŚĆ";"TLAŁKA-DŁUGOSZ Małgorzata - KW PRAWO I SPRAWIEDLIWOŚĆ";"PĘK Marek - KW PRAWO I SPRAWIEDLIWOŚĆ";"SKUZA Stanisław - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"NOWAKOWSKA Elżbieta Paula - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"WICHE Mateusz Andrzej - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"KALISZ Beata - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"TORKOWSKA Samuela - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"GOCAŁ Dariusz Krzysztof - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"SIEŃKO Natalia Izabela - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"WOCH Marcin Grzegorz - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"BUGAJSKI Marcin Rafał - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA";"PETERSON Magdalena - KWW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA"
6;"Szkoła Podstawowa w Winiarach, Winiary 2, 27-620 Dwikozy";260902;"gm. Dwikozy";"sandomierski";"świętokrzyskie";1;1;6;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;33;0;1;0;0;0;0;0;0;0;6;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;3;14;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;"Szkoła Podstawowa w Słupczy, Słupcza 74, 27-620 Dwikozy";260902;"gm. Dwikozy";"sandomierski";"świętokrzyskie";1;1;19;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;61;3;0;0;0;1;0;0;0;1;11;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;14;18;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
8;"Szkoła Podstawowa w Mściowie, Mściów 100, 27-600 Sandomierz";260902;"gm. Dwikozy";"sandomierski";"świętokrzyskie";1;1;17;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;1;4;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;41;4;51;13;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0
9;"Świetlica Wiejska w Bożydarze, Bożydar 47, 27-620 Dwikozy";260902;"gm. Dwikozy";"sandomierski";"świętokrzyskie";1;1;9;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;"Remiza Ochotniczej Straży Pożarnej w Romanówce, Romanówka 28, 27-620 Dwikozy";260902;"gm. Dwikozy";"sandomierski";"świętokrzyskie";1;1;10;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;1;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;17;6;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
11;"Świetlica Wiejska w Nowych Kicharach, Nowe Kichary 30, 27-620 Dwikozy";260902;"gm. Dwikozy";"sandomierski";"świętokrzyskie";1;1;7;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;24;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;16;1;8;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;"Szkoła Podstawowa w Gałkowicach, Gałkowice 19, 27-620 Dwikozy";260902;"gm. Dwikozy";"sandomierski";"świętokrzyskie";1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;0;0;0;0;0;0;0;0;6;26;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;8;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;"Świetlica Wiejska w Szczytnikach, Szczytniki 76, 27-620 Dwikozy";260902;"gm. Dwikozy";"sandomierski";"świętokrzyskie";1;1;5;0;1;0;0;0;0;0;0;0;3;1;0;0;3;0;0;0;0;0;24;0;1;0;0;0;0;0;0;0;8;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;6;8;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1
14;"Świetlica Wiejska w Nowym Kamieniu, Nowy Kamień 52, 27-600 Sandomierz";260902;"gm. Dwikozy";"sandomierski";"świętokrzyskie";1;1;25;2;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;24;0;0;0;0;0;0;0;1;0;8;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;26;5;21;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;"Publiczna Szkoła Podstawowa im. J. Ossolińskiego (ŚWIETLICA) budynek przy ul. Zysmana 9, ul. dr. Jakuba Zysmana 9, 27-640 Klimontów";260903;"gm. Klimontów";"sandomierski";"świętokrzyskie";1;1;71;2;1;1;0;1;1;0;0;1;6;2;0;0;2;0;0;0;0;0;32;0;0;1;0;1;0;0;0;0;6;20;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;3;43;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2;"Publiczna Szkoła Podstawowa im. Jerzego Ossolińskiego w Klimontowie (ŚWIETLICA), ul. Szkolna 1, 27-640 Klimontów";260903;"gm. Klimontów";"sandomierski";"świętokrzyskie";1;1;12;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;5;25;16;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0
3;"Publiczna Szkoła Podstawowa im. Jerzego Ossolińskiego w Klimontowie (SALA GIMNASTYCZNA), ul. Szkolna 1, 27-640 Klimontów";260903;"gm. Klimontów";"sandomierski";"świętokrzyskie";1;1;5;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;2;17;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;"Świetlica w Olbierzowicach, Olbierzowice 30B, 27-640 Klimontów";260903;"gm. Klimontów";"sandomierski";"świętokrzyskie";1;1;12;1;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;35;0;0;1;0;1;1;0;0;0;6;10;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;6;23;33;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0
5;"Świetlica w Nawodzicach, Nawodzice 157, 27-640 Klimontów";260903;"gm. Klimontów";"sandomierski";"świętokrzyskie";1;1;13;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;42;2;0;0;0;0;0;0;0;0;10;8;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;6;36;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;"Szkoła Podstawowa w Konarach, Konary 88, 27-640 Klimontów";260903;"gm. Klimontów";"sandomierski";"świętokrzyskie";1;1;2;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;14;0;0;0;0;1;0;0;0;0;3;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;44;7;33;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;"Remiza w Nasławicach, Nasławice 18A, 27-640 Klimontów";260903;"gm. Klimontów";"sandomierski";"świętokrzyskie";1;1;2;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;17;2;0;0;0;0;0;0;0;0;4;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;2;36;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
8;"Szkoła Podstawowa w Goźlicach, Goźlice 28, 27-640 Klimontów";260903;"gm. Klimontów";"sandomierski";"świętokrzyskie";1;1;9;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;26;0;1;0;0;0;1;0;0;0;4;11;1;2;0;0;2;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;37;5;15;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
9;"Remiza OSP w Byszowie, Byszów 21, 27-640 Klimontów";260903;"gm. Klimontów";"sandomierski";"świętokrzyskie";1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;8;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;30;10;17;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;"Świetlica wiejska w Pęchowie, Pęchów 96A, 27-640 Klimontów";260903;"gm. Klimontów";"sandomierski";"świętokrzyskie";1;1;12;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;4;24;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;35;5;18;6;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
11;"Remiza OSP w Pokrzywiance, Pokrzywianka 17D, 27-640 Klimontów";260903;"gm. Klimontów";"sandomierski";"świętokrzyskie";1;1;10;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;4;10;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28;9;15;17;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
12;"Remiza OSP w Zakrzowie, Zakrzów 33, 27-640 Klimontów";260903;"gm. Klimontów";"sandomierski";"świętokrzyskie";1;1;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;13;0;2;0;0;0;0;0;1;0;3;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;19;1;15;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;"Świetlica Wiejska w Borku Klimontowskim, Borek Klimontowski 13A, 27-640 Klimontów";260903;"gm. Klimontów";"sandomierski";"świętokrzyskie";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;3;21;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;"Publiczna Szkoła Podstawowa im. J. Ossolińskiego (SALA GIMNASTYCZNA) budynek przy ul. Zysmana 9, ul. dr. Jakuba Zysmana 9, 27-640 Klimontów";260903;"gm. Klimontów";"sandomierski";"świętokrzyskie";1;1;47;5;1;0;1;0;1;0;1;0;0;3;0;0;0;0;0;0;0;0;30;0;4;0;0;0;2;0;0;0;5;18;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;33;12;48;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;"Urząd Miasta i Gminy w Koprzywnicy (I piętro), ul. 11 Listopada 88, 27-660 Koprzywnica";260904;"gm. Koprzywnica";"sandomierski";"świętokrzyskie";1;1;84;5;1;2;0;0;0;1;0;3;13;4;0;0;1;0;0;0;0;1;132;2;0;0;0;1;0;0;1;0;33;70;2;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;143;26;213;45;8;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0
2;"Urząd Miasta i Gminy w Koprzywnicy (parter), ul. 11 Listopada 88, 27-660 Koprzywnica";260904;"gm. Koprzywnica";"sandomierski";"świętokrzyskie";1;1;5;0;2;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;28;0;2;0;0;0;0;0;0;0;9;12;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;7;34;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;"Remiza OSP w Gnieszowicach, Gnieszowice 40, 27-660 Koprzywnica";260904;"gm. Koprzywnica";"sandomierski";"świętokrzyskie";1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;1;0;0;1;0;0;0;4;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33;6;58;5;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
4;"Szkoła Podstawowa w Niedźwicach, Niedźwice 63, 27-660 Koprzywnica";260904;"gm. Koprzywnica";"sandomierski";"świętokrzyskie";1;1;9;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;1;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;23;13;29;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;"Remiza OSP w Zbigniewicach, Zbigniewice 46A, 27-660 Koprzywnica";260904;"gm. Koprzywnica";"sandomierski";"świętokrzyskie";1;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;30;4;16;9;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0
6;"Remiza OSP w Krzcinie, Krzcin 190, 27-660 Koprzywnica";260904;"gm. Koprzywnica";"sandomierski";"świętokrzyskie";1;1;14;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;1;17;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;6;28;8;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
7;"Remiza OSP w Ciszycy, Ciszyca 112, 27-660 Koprzywnica";260904;"gm. Koprzywnica";"sandomierski";"świętokrzyskie";1;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;40;0;1;0;2;1;1;0;0;0;6;18;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;17;39;15;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1
8;"Świetlica Wiejska w Sośniczanach, Sośniczany 120, 27-660 Koprzywnica";260904;"gm. Koprzywnica";"sandomierski";"świętokrzyskie";1;1;10;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;5;20;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;2;31;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
9;"Świetlica Wiejska w Beszycach, Beszyce 91, 27-660 Koprzywnica";260904;"gm. Koprzywnica";"sandomierski";"świętokrzyskie";1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;16;2;25;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;"Remiza Ochotniczej Straży Pożarnej w Postronnej, Postronna 63, 27-660 Koprzywnica";260904;"gm. Koprzywnica";"sandomierski";"świętokrzyskie";1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;"Świetlica Wiejska w Dmosicach, Dmosice 65, 27-660 Koprzywnica";260904;"gm. Koprzywnica";"sandomierski";"świętokrzyskie";1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;3;16;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;"Gminny Ośrodek Kultury w Łoniowie, Łoniów 56, 27-670 Łoniów";260905;"gm. Łoniów";"sandomierski";"świętokrzyskie";1;1;36;4;1;0;0;2;0;0;0;1;4;2;0;1;1;0;0;0;0;0;153;0;0;0;0;0;1;0;0;0;35;73;4;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;2;0;141;43;128;63;4;1;0;16;0;3;2;0;0;1;0;0;1;0;0;0
2;"Gminny Ośrodek Kultury, Filia w Chodkowie Starym, Chodków Stary 44, 27-670 Łoniów";260905;"gm. Łoniów";"sandomierski";"świętokrzyskie";1;1;8;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;26;0;0;1;2;0;0;0;0;2;18;20;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;16;36;18;3;0;0;3;0;2;0;2;2;0;0;0;0;1;1;0
3;"Publiczna Szkoła Podstawowa w Świniarach Starych, Świniary Stare 131, 27-670 Łoniów";260905;"gm. Łoniów";"sandomierski";"świętokrzyskie";1;1;32;1;4;0;0;2;0;0;0;1;1;0;2;0;0;0;1;0;0;0;38;0;1;0;0;0;1;0;0;0;4;15;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;76;14;33;26;1;0;1;4;0;0;0;1;1;0;0;0;0;0;0;0
4;"Centrum Spotkań Wiejskich w Sulisławicach, Sulisławice 11, 27-670 Łoniów";260905;"gm. Łoniów";"sandomierski";"świętokrzyskie";1;1;16;1;1;1;3;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;90;0;2;0;0;0;0;0;1;0;17;25;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;14;85;43;0;0;0;4;1;2;0;0;1;0;0;0;0;0;0;0
5;"Publiczna Szkoła Podstawowa w Łążku, Łążek 58, 27-670 Łoniów";260905;"gm. Łoniów";"sandomierski";"świętokrzyskie";1;1;7;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;2;3;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
6;"Świetlica Wiejska na ""Kopalni"" w Świniarach Nowych, Świniary Nowe 770/8, 27-670 Łoniów";260905;"gm. Łoniów";"sandomierski";"świętokrzyskie";1;1;12;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;19;1;0;0;0;1;0;0;1;0;4;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;5;20;16;0;0;0;2;0;6;1;0;0;0;0;0;0;0;0;0
7;"Publiczna Szkoła Podstawowa w Gieraszowicach, Gieraszowice 67, 27-670 Łoniów";260905;"gm. Łoniów";"sandomierski";"świętokrzyskie";1;1;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;5;14;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;6;17;6;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0
1;"Remiza Ochotniczej Straży Pożarnej w Obrazowie, Obrazów 120, 27-641 Obrazów";260906;"gm. Obrazów";"sandomierski";"świętokrzyskie";1;1;35;3;3;1;0;0;0;0;0;3;14;2;0;0;1;0;1;0;0;0;96;0;0;0;2;0;0;0;0;0;28;70;0;1;1;1;2;2;0;3;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;98;7;72;32;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2;"Szkoła Podstawowa w Głazowie, Głazów 80, 27-641 Obrazów";260906;"gm. Obrazów";"sandomierski";"świętokrzyskie";1;1;22;1;0;0;0;2;0;0;0;0;3;0;0;0;0;1;1;0;0;0;27;0;0;2;0;0;0;0;0;0;9;42;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;75;10;59;54;2;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0
